CODPROD,MARCA,MODELO,NUMERO_PARTE,DESCRIPCION,COSTO,PRECIO_VENTA,PRECIO_FINAL,MARGEN,UNIDAD,ISV,TIPO_PROD,FOTO,COMENTARIOS,CATEGORIA,DIM_LONGITUD,DIM_ANCHO,DIM_ALTURA,PESO,PRECIO_ESPECIAL,PRECIO_CREDITO,MONTO_PRIMA,PRECIO_VARIABLE,PRECIO_4,PRECIO_5,PRECIO_6,PROVEEDOR,COD_SUCURSAL,CANT_DISPONIBLE,UBICACION
"=""1120""",,,,KM EXTRA,0,1121,1288.0,100,SET,1523,producto,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,-1,
"=""113""",,,,KM ADICIONAL,0,113,129.95,100,SET,1523,producto,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,-408,
"=""114""",,,,KM ADICIONAL,0,14,16.1,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""115""",,,,KM ADICIONAL,0,115,132.25,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""115600""",,,,KM ADICIONAL,0,115658,132940.0,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""116""",,,,KM ADICIONAL,0,116,133.4,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""117""",,,,KM ADICIONAL,0,117,134.55,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""119""",,,,KM ADICIONAL,0,119,136.85,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""12""",,,,KM ADICIONAL,0,88,101.2,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""121""",,,,KM ADICIONAL,0,84,96.6,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""122""",,,,KM ADICIONAL,0,122,140.3,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""123""",,,,KM ADICIONAL,0,20,23.0,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""124""",,,,KM ADICIONAL,0,124,142.6,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""126""",,,,KM ADICIONAL,0,26,29.9,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""1260""",,,,KM EXTRA,0,1261,1449.0,100,SET,1523,producto,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,-4,
"=""127""",,,,KM ADICIONAL,0,127,146.05,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""128""",,,,KM EXTRA,0,128,147.2,100,SET,1523,producto,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,-5,
"=""130""",,,,KM ADICIONAL,0,130,149.5,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""132""",,,,KM ADICIONAL,0,132,151.8,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""133""",,,,KM ADICIONAL,0,133,152.95,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""135""",,,,KM ADICIONAL,0,35,40.25,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""136""",,,,KM ADICIONAL,0,136,156.4,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""137""",,,,KM ADICIONAL,0,137,157.55,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""138""",,,,KM ADICIONAL,0,138,158.7,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""139""",,,,KM ADICIONAL,0,139,159.85,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""14""",,,,KM ADICIONAL,0,84,96.6,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""140""",,,,KM EXTRA,0,140,161.0,100,SET,1523,producto,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,-2,
"=""1400""",,,,KM EXTRA,0,1401,1610.0,100,SET,1523,producto,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,-3,
"=""141""",,,,KM ADICIONAL,0,141,162.15,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""142""",,,,KM ADICIONAL,0,114,131.1,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""143""",,,,KM ADICIONAL,0,152,174.8,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""144""",,,,KM ADICIONAL,0,144,165.6,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""145""",,,,ENVIO BASE,0,45,51.75,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""147""",,,,KM ADICIONAL,0,146,167.9,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""1470""",,,,KM EXTRA,0,1471,1690.5,100,SET,1523,producto,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,-1,
"=""148""",,,,KM ADICIONAL,0,148,170.2,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""149""",,,,KM ADICIONAL,0,149,171.35,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""151""",,,,KM ADICIONAL,0,151,173.65,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""152""",,,,KM ADICIONAL,0,142,163.3,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""153""",,,,KM ADICIONAL,0,153,175.95,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""157""",,,,KM ADICIONAL,0,157,180.55,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""158""",,,,KM ADICIONAL,0,158,181.7,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""160""",,,,KM ADICIONAL,0,160,184.0,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,-2,
"=""161""",,,,KM ADICIONAL,0,151,173.65,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""163""",,,,KM ADICIONAL,0,163,187.45,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""164""",,,,KM ADICIONAL,0,164,188.6,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""165""",,,,KM ADICIONAL,0,165,189.75,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""167""",,,,KM ADICIONAL,0,167,192.05,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""168""",,,,KM ADICIONAL ,0,168,193.2,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""169""",,,,KM ADICIONAL,0,169,194.35,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""171""",,,,KM EXTRA,0,171,196.65,100,SET,1523,producto,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,-2,
"=""172""",,,,KM ADICIONAL,0,172,197.8,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""173""",,,,KM ADICIONAL,0,173,198.95,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""175""",,,,KM ADICIONAL,0,175,201.25,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""176""",,,,KM ADICIONAL,0,176,202.4,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""177""",,,,KM ADICIONAL,0,117,134.55,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""178""",,,,KM EXTRA,0,178,204.7,100,SET,1523,producto,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,-1,
"=""180""",,,,KM EXTRA,0,180,207.0,100,SET,1523,producto,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,-2,
"=""181""",,,,KM ADICIONAL,0,181,208.15,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""182""",,,,KM ADICIONAL,0,182,209.3,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,-1,
"=""183""",,,,KM ADICIONAL,0,183,210.45,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""184""",,,,KM ADICIONAL,0,184,211.6,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""185""",,,,KM ADICIONAL,0,185,212.75,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""187""",,,,KM ADICIONAL,0,187,215.05,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""189""",,,,KM ADICIONAL,0,189,217.35,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""1890""",,,,KM EXTRA,0,1891,2173.5,100,SET,1523,producto,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,-1,
"=""1903""",,,,KM EXTRA,0,1904,2188.45,100,SET,1523,producto,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,-1,
"=""191""",,,,KM ADICIONAL,0,191,219.65,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""192""",,,,KM ADICIONAL,0,192,220.8,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""193""",,,,KM ADICIONAL,0,93,106.95,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""195""",,,,KM EXTRA,0,195,224.25,100,SET,1523,producto,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,-1,
"=""196""",,,,KM ADICIONAL,0,196,225.4,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""197""",,,,KM ADICIONAL,0,197,226.55,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""199""",,,,KM ADICIONAL,0,199,228.85,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""2000""",,,,KM EXTRA,0,240,276.0,100,SET,1523,producto,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,-1,
"=""201""",,,,KM ADICIONAL,0,201,231.15,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""202""",,,,KM ADICIONAL,0,154,177.0,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""203""",,,,KM EXTRA,0,203,233.45,100,SET,1523,producto,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,-1,
"=""204""",,,,KM ADICIONAL,204,204,234.6,0,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""205""",,,,KM ADICIONAL,0,205,235.75,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""206""",,,,KM ADICIONAL,0,206,236.9,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""207""",,,,KM ADICIONAL,0,107,123.05,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""208""",,,,KM ADICIONAL,0,208,239.2,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""209""",,,,KM ADICIONAL,0,209,240.35,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""210""",,,,KM ADICIONAL,0,210,241.5,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""211""",,,,KM ADICIONAL,0,211,242.65,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""212""",,,,KM ADICIONAL,0,212,243.8,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""216""",,,,KM ADICIONAL,0,116,133.4,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""217""",,,,KM ADICIONAL,0,117,134.55,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""218""",,,,KM ADICIONAL,0,218,250.7,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""219""",,,,KM ADICIONAL,0,218,250.7,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""220""",,,,KM ADICIONAL,0,220,253.0,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""223""",,,,KM EXTRA,0,223,256.45,100,SET,1523,producto,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,-1,
"=""225""",,,,KM ADICIONAL,0,225,258.75,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""227""",,,,KM ADICIONAL,0,127,146.05,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""228""",,,,KM ADICIONAL,0,228,262.2,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""230""",,,,KM ADICIONAL,0,230,264.5,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""233""",,,,KM ADICIONAL,0,233,267.95,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""235""",,,,KM ADICIONAL,0,35,40.25,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""236""",,,,KM EXTRA,0,235,270.25,100,SET,1523,producto,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,-1,
"=""237""",,,,KM EXTRA,0,237,272.55,100,SET,1523,producto,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,-1,
"=""240""",,,,KM EXTRA,0,261,300.0,100,SET,1523,producto,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""2400""",,,,KM EXTRA,0,240,276.0,100,SET,1523,producto,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,-1,
"=""241""",,,,KM ADICIONAL,0,241,277.15,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""242""",,,,KM EXTRA,0,242,277.8,100,SET,1523,producto,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,-17,
"=""245""",,,,KM EXTRA,0,245,281.75,100,SET,1523,producto,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,-1,
"=""2450""",,,,KM EXTRA,0,2451,2817.5,100,SET,1523,producto,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,-1,
"=""246""",,,,KM ADICIONAL,0,46,52.9,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""249""",,,,KM EXTRA,0,249,286.35,100,SET,1523,producto,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,-1,
"=""250""",,,,KM ADICIONAL,0,250,287.5,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""251""",,,,KM ADICIONAL ,0,251,288.65,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""254""",,,,KM EXTRA,0,254,292.5,100,SET,1523,producto,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,-2,
"=""257""",,,,KM ADICIONAL,0,257,295.55,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""258""",,,,KM ADICIONAL,0,258,296.7,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""258.""",,,,KM EXTRA,0,258,296.7,100,SET,1523,producto,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,-1,
"=""261""",,,,KM ADICIONAL,0,161,185.15,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""262""",,,,KM EXTRA,0,262,301.3,100,SET,1523,producto,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,-1,
"=""264""",,,,KM ADICIONAL,0,264,303.6,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""267""",,,,KM ADICIONAL,0,267,307.05,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""269""",,,,KM ADICIONAL,0,269,309.35,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""270""",,,,KM EXTR,0,270,310.5,100,SET,1523,producto,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,-1,
"=""276""",,,,KM ADICIONAL,0,276,317.4,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""277""",,,,KM ADICIONAL,0,177,203.55,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""280""",,,,KM EXTRA,0,280,322.0,100,SET,1523,producto,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""284""",,,,KM ADICIONAL,0,184,211.6,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""285""",,,,KM EXTRA,0,285,327.75,100,SET,1523,producto,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,-1,
"=""286""",,,,KM EXTRA,0,286,328.9,100,SET,1523,producto,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,-1,
"=""287""",,,,KM ADICIONAL,0,287,330.05,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""290""",,,,KM ADICIONAL,0,290,333.5,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""293""",,,,KM ADICIONAL,0,193,221.95,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""298""",,,,KM EXTRA,0,298,342.7,100,SET,1523,producto,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,-1,
"=""300""",,,,KM EXTRA,0,300,345.0,100,SET,1523,producto,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,-5,
"=""3001""",,,,KMEXTRA,0,300,345.0,100,SET,1523,producto,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,-1,
"=""306""",,,,KM ADICIONAL,0,306,351.9,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""307""",,,,KM ADICIONAL,0,207,238.05,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""322""",,,,KM ADICIONAL,0,322,370.3,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""326""",,,,km extra,0,326,374.9,100,SET,1523,producto,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,-1,
"=""333""",,,,KM EXTRA,0,333,382.95,100,SET,1523,producto,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,-3,
"=""335""",,,,KM ADICIONAL,0,335,385.25,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""338""",,,,KM ADICIONAL,0,338,388.7,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""340""",,,,KM EXTRA,0,340,391.0,100,SET,1523,producto,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,-1,
"=""350""",,,,KM EXTRA,0,350,402.5,100,SET,1523,producto,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,-1,
"=""354""",,,,KM ADICIONAL,0,354,407.1,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""355""",,,,KM ADICIONAL,0,355,408.25,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""362""",,,,KM EXTRA,0,362,416.3,100,SET,1523,producto,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,-1,
